student_id,family,split,domain_id,budget,action,error,adaptation_seconds
hrnet_w32,hrnet,train,front_high_clear_blur,0,original,0.025292837238949536,0.0
hrnet_w32,hrnet,train,front_high_clear_sharp,0,original,0.020028302662856347,0.0
hrnet_w32,hrnet,train,front_high_occluded_blur,0,original,0.06113611462967974,0.0
hrnet_w32,hrnet,train,front_high_occluded_sharp,0,original,0.06844637359407701,0.0
hrnet_w32,hrnet,train,front_low_clear_blur,0,original,0.0665364093384267,0.0
hrnet_w32,hrnet,train,front_low_clear_sharp,0,original,0.03319866033139842,0.0
hrnet_w32,hrnet,train,front_low_occluded_blur,0,original,0.12713101752228617,0.0
hrnet_w32,hrnet,train,front_low_occluded_sharp,0,original,0.08514518201306012,0.0
hrnet_w32,hrnet,train,oblique_high_clear_blur,0,original,0.02474850555244536,0.0
hrnet_w32,hrnet,train,oblique_high_clear_sharp,0,original,0.019250297116189558,0.0
hrnet_w32,hrnet,train,oblique_high_occluded_blur,0,original,0.029470841330798386,0.0
hrnet_w32,hrnet,train,oblique_high_occluded_sharp,0,original,0.02498029687497523,0.0
hrnet_w32,hrnet,train,oblique_low_clear_blur,0,original,0.04538291370081946,0.0
hrnet_w32,hrnet,train,oblique_low_clear_sharp,0,original,0.030096216747472444,0.0
hrnet_w32,hrnet,train,oblique_low_occluded_blur,0,original,0.054129518863623875,0.0
hrnet_w32,hrnet,train,oblique_low_occluded_sharp,0,original,0.03255894670124456,0.0
hrnet_w32,hrnet,train,side_high_clear_blur,0,original,0.030198897306390488,0.0
hrnet_w32,hrnet,train,side_high_clear_sharp,0,original,0.02397411072997123,0.0
hrnet_w32,hrnet,train,side_high_occluded_blur,0,original,0.0356820470124381,0.0
hrnet_w32,hrnet,train,side_high_occluded_sharp,0,original,0.027772975118961964,0.0
hrnet_w32,hrnet,train,side_low_clear_blur,0,original,0.0770687619186041,0.0
hrnet_w32,hrnet,train,side_low_clear_sharp,0,original,0.03913408001949506,0.0
hrnet_w32,hrnet,train,side_low_occluded_blur,0,original,0.17662167091140163,0.0
hrnet_w32,hrnet,train,side_low_occluded_sharp,0,original,0.09310302256608985,0.0
hrnet_w32,hrnet,train,front_high_clear_blur,0,probe,0.025291773109207213,3.877432991983369
hrnet_w32,hrnet,train,front_high_clear_sharp,0,probe,0.02004311084721941,3.877432991983369
