student_id,family,split,domain_id,budget,action,error,adaptation_seconds
rtmpose_s,rtmpose,validation,front_high_clear_blur,0,original,0.017719783060247803,0.0
rtmpose_s,rtmpose,validation,front_high_clear_sharp,0,original,0.016689526796971006,0.0
rtmpose_s,rtmpose,validation,front_high_occluded_blur,0,original,0.029686111626872902,0.0
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,0,original,0.032462877561255946,0.0
rtmpose_s,rtmpose,validation,front_low_clear_blur,0,original,0.02451735758919709,0.0
rtmpose_s,rtmpose,validation,front_low_clear_sharp,0,original,0.019518233669263033,0.0
rtmpose_s,rtmpose,validation,front_low_occluded_blur,0,original,0.028119512548478658,0.0
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,0,original,0.02148544663888617,0.0
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,0,original,0.015835828360118948,0.0
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,0,original,0.014857560632791457,0.0
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,0,original,0.01615556421235453,0.0
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,0,original,0.01495762783666654,0.0
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,0,original,0.030598783449946723,0.0
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,0,original,0.022226654225833888,0.0
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,0,original,0.034511613934561404,0.0
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,0,original,0.023571369896571007,0.0
rtmpose_s,rtmpose,validation,side_high_clear_blur,0,original,0.023865356842209924,0.0
rtmpose_s,rtmpose,validation,side_high_clear_sharp,0,original,0.02116202242812318,0.0
rtmpose_s,rtmpose,validation,side_high_occluded_blur,0,original,0.031031846918950938,0.0
rtmpose_s,rtmpose,validation,side_high_occluded_sharp,0,original,0.02838941636034991,0.0
rtmpose_s,rtmpose,validation,side_low_clear_blur,0,original,0.04355711303967863,0.0
rtmpose_s,rtmpose,validation,side_low_clear_sharp,0,original,0.02763913315284903,0.0
rtmpose_s,rtmpose,validation,side_low_occluded_blur,0,original,0.08071464843831694,0.0
rtmpose_s,rtmpose,validation,side_low_occluded_sharp,0,original,0.03216151629145011,0.0
rtmpose_s,rtmpose,validation,front_high_clear_blur,0,probe,0.017493924783109405,1.792972732000635
rtmpose_s,rtmpose,validation,front_high_clear_sharp,0,probe,0.016519873765431195,1.792972732000635
rtmpose_s,rtmpose,validation,front_high_occluded_blur,0,probe,0.029396389250345645,1.792972732000635
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,0,probe,0.032242830760435326,1.792972732000635
rtmpose_s,rtmpose,validation,front_low_clear_blur,0,probe,0.024242577690141973,1.792972732000635
rtmpose_s,rtmpose,validation,front_low_clear_sharp,0,probe,0.019258701555206644,1.792972732000635
rtmpose_s,rtmpose,validation,front_low_occluded_blur,0,probe,0.02785286545023507,1.792972732000635
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,0,probe,0.021329901961527536,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,0,probe,0.01571420862996556,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,0,probe,0.014719916143910765,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,0,probe,0.01597911994464251,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,0,probe,0.014738115244483579,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,0,probe,0.030405575058176544,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,0,probe,0.02199561628928333,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,0,probe,0.034347115642697254,1.792972732000635
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,0,probe,0.02333425394974747,1.792972732000635
rtmpose_s,rtmpose,validation,side_high_clear_blur,0,probe,0.023944675292586308,1.792972732000635
rtmpose_s,rtmpose,validation,side_high_clear_sharp,0,probe,0.021096670668260716,1.792972732000635
rtmpose_s,rtmpose,validation,side_high_occluded_blur,0,probe,0.031004012605647932,1.792972732000635
rtmpose_s,rtmpose,validation,side_high_occluded_sharp,0,probe,0.02814847176520161,1.792972732000635
rtmpose_s,rtmpose,validation,side_low_clear_blur,0,probe,0.04305652711396023,1.792972732000635
rtmpose_s,rtmpose,validation,side_low_clear_sharp,0,probe,0.027553077734305507,1.792972732000635
rtmpose_s,rtmpose,validation,side_low_occluded_blur,0,probe,0.08054934991402693,1.792972732000635
rtmpose_s,rtmpose,validation,side_low_occluded_sharp,0,probe,0.03175002936374212,1.792972732000635
rtmpose_s,rtmpose,validation,front_high_clear_blur,25,replay,0.017549443189348417,4.2448105459989165
rtmpose_s,rtmpose,validation,front_high_clear_sharp,25,replay,0.016600826958959158,4.2448105459989165
rtmpose_s,rtmpose,validation,front_high_occluded_blur,25,replay,0.029068948953644612,4.2448105459989165
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,25,replay,0.03229530357627447,4.2448105459989165
rtmpose_s,rtmpose,validation,front_low_clear_blur,25,replay,0.02450908165806704,4.2448105459989165
rtmpose_s,rtmpose,validation,front_low_clear_sharp,25,replay,0.019537863487180337,4.2448105459989165
rtmpose_s,rtmpose,validation,front_low_occluded_blur,25,replay,0.027716491782519337,4.2448105459989165
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,25,replay,0.021530709653290334,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,25,replay,0.01607345420816344,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,25,replay,0.015001888670140896,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,25,replay,0.01621564113107226,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,25,replay,0.014967110671897248,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,25,replay,0.030671148579004628,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,25,replay,0.02230665742953165,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,25,replay,0.03443226755343945,4.2448105459989165
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,25,replay,0.023653713252588613,4.2448105459989165
rtmpose_s,rtmpose,validation,side_high_clear_blur,25,replay,0.024546520596967283,4.2448105459989165
rtmpose_s,rtmpose,validation,side_high_clear_sharp,25,replay,0.021501353204762787,4.2448105459989165
rtmpose_s,rtmpose,validation,side_high_occluded_blur,25,replay,0.03151418065948964,4.2448105459989165
rtmpose_s,rtmpose,validation,side_high_occluded_sharp,25,replay,0.028417688719183234,4.2448105459989165
rtmpose_s,rtmpose,validation,side_low_clear_blur,25,replay,0.043580790312038986,4.2448105459989165
rtmpose_s,rtmpose,validation,side_low_clear_sharp,25,replay,0.027728552162519054,4.2448105459989165
rtmpose_s,rtmpose,validation,side_low_occluded_blur,25,replay,0.08063095146999301,4.2448105459989165
rtmpose_s,rtmpose,validation,side_low_occluded_sharp,25,replay,0.032409380524963685,4.2448105459989165
rtmpose_s,rtmpose,validation,front_high_clear_blur,25,balanced,0.01702781926957162,4.077503705993877
rtmpose_s,rtmpose,validation,front_high_clear_sharp,25,balanced,0.016030064039385453,4.077503705993877
rtmpose_s,rtmpose,validation,front_high_occluded_blur,25,balanced,0.028720319983210958,4.077503705993877
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,25,balanced,0.031839401620681454,4.077503705993877
rtmpose_s,rtmpose,validation,front_low_clear_blur,25,balanced,0.0238988129629066,4.077503705993877
rtmpose_s,rtmpose,validation,front_low_clear_sharp,25,balanced,0.01888352745125882,4.077503705993877
rtmpose_s,rtmpose,validation,front_low_occluded_blur,25,balanced,0.02738559040057513,4.077503705993877
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,25,balanced,0.021220995108760778,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,25,balanced,0.01566103325107772,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,25,balanced,0.014620278923460017,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,25,balanced,0.015812794319919395,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,25,balanced,0.014538474404708067,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,25,balanced,0.0301665145010051,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,25,balanced,0.021538456974334166,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,25,balanced,0.033941897238721624,4.077503705993877
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,25,balanced,0.02312522702848961,4.077503705993877
rtmpose_s,rtmpose,validation,side_high_clear_blur,25,balanced,0.024059935891602848,4.077503705993877
rtmpose_s,rtmpose,validation,side_high_clear_sharp,25,balanced,0.021130357674046578,4.077503705993877
rtmpose_s,rtmpose,validation,side_high_occluded_blur,25,balanced,0.031047365815387817,4.077503705993877
rtmpose_s,rtmpose,validation,side_high_occluded_sharp,25,balanced,0.028141199797591724,4.077503705993877
rtmpose_s,rtmpose,validation,side_low_clear_blur,25,balanced,0.04335811097675736,4.077503705993877
rtmpose_s,rtmpose,validation,side_low_clear_sharp,25,balanced,0.027619372831854144,4.077503705993877
rtmpose_s,rtmpose,validation,side_low_occluded_blur,25,balanced,0.08151268444870771,4.077503705993877
rtmpose_s,rtmpose,validation,side_low_occluded_sharp,25,balanced,0.03194872206734295,4.077503705993877
rtmpose_s,rtmpose,validation,front_high_clear_blur,25,blur,0.016919922701342675,4.036421689997951
rtmpose_s,rtmpose,validation,front_high_clear_sharp,25,blur,0.015989147164175606,4.036421689997951
rtmpose_s,rtmpose,validation,front_high_occluded_blur,25,blur,0.028681122434081184,4.036421689997951
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,25,blur,0.03186067176179905,4.036421689997951
rtmpose_s,rtmpose,validation,front_low_clear_blur,25,blur,0.023851611561430553,4.036421689997951
rtmpose_s,rtmpose,validation,front_low_clear_sharp,25,blur,0.018819194974560187,4.036421689997951
rtmpose_s,rtmpose,validation,front_low_occluded_blur,25,blur,0.02731097233847043,4.036421689997951
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,25,blur,0.02109313424753441,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,25,blur,0.015550528301464278,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,25,blur,0.0145328472644085,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,25,blur,0.015755774213662317,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,25,blur,0.014507633459597042,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,25,blur,0.030057561031475916,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,25,blur,0.02158997952812778,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,25,blur,0.03396218110778204,4.036421689997951
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,25,blur,0.023094228525099653,4.036421689997951
rtmpose_s,rtmpose,validation,side_high_clear_blur,25,blur,0.024047311409809313,4.036421689997951
rtmpose_s,rtmpose,validation,side_high_clear_sharp,25,blur,0.021035862834847152,4.036421689997951
rtmpose_s,rtmpose,validation,side_high_occluded_blur,25,blur,0.03112311900442158,4.036421689997951
rtmpose_s,rtmpose,validation,side_high_occluded_sharp,25,blur,0.02812394088817497,4.036421689997951
rtmpose_s,rtmpose,validation,side_low_clear_blur,25,blur,0.04351334829059668,4.036421689997951
rtmpose_s,rtmpose,validation,side_low_clear_sharp,25,blur,0.028049037012064924,4.036421689997951
rtmpose_s,rtmpose,validation,side_low_occluded_blur,25,blur,0.08167769254656734,4.036421689997951
rtmpose_s,rtmpose,validation,side_low_occluded_sharp,25,blur,0.032434629928764974,4.036421689997951
rtmpose_s,rtmpose,validation,front_high_clear_blur,25,front,0.016620185074196617,3.7694964049951523
rtmpose_s,rtmpose,validation,front_high_clear_sharp,25,front,0.015635489171926045,3.7694964049951523
rtmpose_s,rtmpose,validation,front_high_occluded_blur,25,front,0.028468678879935448,3.7694964049951523
rtmpose_s,rtmpose,validation,front_high_occluded_sharp,25,front,0.03162285316233267,3.7694964049951523
rtmpose_s,rtmpose,validation,front_low_clear_blur,25,front,0.02366159539797768,3.7694964049951523
rtmpose_s,rtmpose,validation,front_low_clear_sharp,25,front,0.018577590515398694,3.7694964049951523
rtmpose_s,rtmpose,validation,front_low_occluded_blur,25,front,0.027258159258114964,3.7694964049951523
rtmpose_s,rtmpose,validation,front_low_occluded_sharp,25,front,0.020839649494476153,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_high_clear_blur,25,front,0.015459292371804483,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_high_clear_sharp,25,front,0.014419855583734677,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_high_occluded_blur,25,front,0.015688927542579684,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_high_occluded_sharp,25,front,0.014412098476479843,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_low_clear_blur,25,front,0.030095832411906658,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_low_clear_sharp,25,front,0.02147223583872828,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_low_occluded_blur,25,front,0.03410774902588711,3.7694964049951523
rtmpose_s,rtmpose,validation,oblique_low_occluded_sharp,25,front,0.02310952290154795,3.7694964049951523
