seq,frame_num,cam_view,gait_event,dataset,gait_pat,bbox,vid_info,id,url,youtube_video_id
aug-JD1AGVpftps-w04,273,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.64008331298828, 'height': 480.0, 'width': 101.68006896972656}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,274,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.583404541015625, 'height': 480.0, 'width': 105.64667510986328}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,275,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.64008331298828, 'height': 480.0, 'width': 107.76582336425781}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,276,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.747879028320312, 'height': 480.0, 'width': 101.29639434814453}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,277,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.747879028320312, 'height': 480.0, 'width': 108.7865219116211}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,278,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.747879028320312, 'height': 480.0, 'width': 108.7865219116211}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,279,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.94127082824707, 'height': 480.0, 'width': 107.34814453125}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,280,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 28.747879028320312, 'height': 480.0, 'width': 107.34814453125}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,281,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 29.082881927490234, 'height': 480.0, 'width': 107.34814453125}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,282,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 29.13648796081543, 'height': 480.0, 'width': 106.25775909423828}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,283,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 29.154281616210938, 'height': 480.0, 'width': 106.25775909423828}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,284,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 30.416011810302734, 'height': 480.0, 'width': 104.39910125732422}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,285,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 31.875469207763672, 'height': 480.0, 'width': 99.16262817382812}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,286,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 33.56692886352539, 'height': 480.0, 'width': 99.16262817382812}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
aug-JD1AGVpftps-w04,287,right side,,Abnormal Gait,normal,"{'top': 0.0, 'left': 34.25392532348633, 'height': 480.0, 'width': 99.16262817382812}","{'height': 480, 'width': 654, 'mime_type': 'video/mp4'}",JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,JD1AGVpftps
