total_loss,jepa_loss,vicreg_loss,vicreg_invariance,vicreg_variance,vicreg_covariance,group_compactness,group_separation,batch_min_centroid_distance,global_mask_fraction,eligible_mask_fraction,ema_momentum,stage,stage_name,added_condition,active_conditions,epoch_in_stage,optimizer_updates,learning_rate,feature_std,mean_pair_cosine,minimum_centroid_distance,mean_centroid_distance,normal_anchor_cosine
7.692115909174869,6.5570533526571175,22.701248771265934,3.486694181207751e-05,0.90611332654953,0.0475439533245088,0.0,0.0,,0.1913875598086124,0.5482923086461297,0.9990000084326323,0,normal_only,normal,normal,1,19,0.001,0.296362042427063,0.7802496552467346,,,
4.273753040715268,3.2240544369346216,20.99397167406584,8.037055622959375e-05,0.7622080460975045,1.9367611825123037,0.0,0.0,,0.1910885167464115,0.5469955808710293,0.9990000618381675,0,normal_only,normal,normal,2,38,0.0009999861956395087,0.2966700792312622,0.782076358795166,,,
3.6091923337233696,2.624134195478339,19.701161334389134,9.28776727577267e-05,0.7125009361066317,1.8863157484876483,0.0,0.0,,0.19298245614035087,0.552378207298001,0.9990001700867974,0,normal_only,normal,normal,3,57,0.0009999447840825177,0.2976454794406891,0.7838444709777832,,,
3.3825277403781286,2.4179191903064123,19.292170574790553,0.0001340635750047544,0.7063681295043543,1.6296154783646528,0.0,0.0,,0.19158692185007975,0.5485122699089274,0.9990003331666469,0,normal_only,normal,normal,4,76,0.0009998757699023074,0.29879477620124817,0.7857339382171631,,,
3.0877734987359298,2.107053656327097,19.614396045082493,9.344302074360282e-05,0.7008184351419148,2.091599109925722,0.0,0.0,,0.1914872408293461,0.5478693117717299,0.9990005510598264,0,normal_only,normal,normal,5,95,0.0009997791607204507,0.30043673515319824,0.7870600819587708,,,
2.8813790020189787,1.9173558009298224,19.28046357004266,0.00012785383361053966,0.6695273455820585,2.5390837812109996,0.0,0.0,,0.19467703349282295,0.5569055383205336,0.9990008237424329,0,normal_only,normal,normal,6,114,0.0009996549672059718,0.30246177315711975,0.7875797748565674,,,
2.7910540731329667,1.817893530193128,19.463211461117393,0.00012256362501112132,0.7245415009950337,1.3466097900741978,0.0,0.0,,0.1916866028708134,0.5501444008044507,0.9990011511845536,0,normal_only,normal,normal,7,133,0.0009995032030741668,0.30501481890678406,0.7871078848838806,,,
2.7698701871068856,1.795939869002292,19.478605471159284,8.085181599725681e-05,0.7097470478007668,1.7329079797736515,0.0,0.0,,0.19427830940988833,0.5555075747616298,0.9990015333502672,0,normal_only,normal,normal,8,152,0.00099932388508509,0.3072206377983093,0.7868271470069885,,,
2.6233888550808557,1.7009415124592029,18.44894660146613,0.00019964702560652144,0.6481267213821411,2.240787454341587,0.0,0.0,,0.19248405103668262,0.5510885791568682,0.9990019701976511,0,normal_only,normal,normal,9,171,0.0009991170330417025,0.31034746766090393,0.7849112153053284,,,
2.604716100190815,1.686597090018423,18.36237937525699,0.00012087859177929778,0.629440216641677,2.623352057055423,0.0,0.0,,0.1922846889952153,0.5502474250506659,0.9990024616787835,0,normal_only,normal,normal,10,190,0.0009988826697876858,0.31297072768211365,0.7836427688598633,,,
