loss,target_entropy,predictor_entropy,global_mask_fraction,eligible_mask_fraction,ema_momentum,epoch,feature_std,mean_pair_cosine,learning_rate
12.541527112325033,0.40668678283691406,0.8383609453837076,0.172979797979798,0.5809864711559666,0.9990000050882403,1,0.3398577868938446,0.6361784338951111,0.001
7.383491039276123,0.4288779099782308,0.990457554658254,0.17108585858585856,0.5747643761603389,0.9990000508815834,2,0.34009280800819397,0.6358855366706848,0.0009999861696795083
5.258740107218425,0.4757409393787384,1.8706003427505493,0.17297979797979798,0.5809898305582616,0.9990001516220167,3,0.3404318392276764,0.6356199979782104,0.0009999446802482555
4.144218365351359,0.49818392594655353,1.6018189589182537,0.172979797979798,0.5809864711559666,0.9990003072984686,4,0.3408474028110504,0.6354194283485413,0.0009998755362967387
3.747140884399414,0.4744599064191182,1.8347068627675374,0.17045454545454544,0.5726514413244742,0.9990005178938294,5,0.3413424789905548,0.6351941227912903,0.0009997787454752217
3.2094265619913735,0.48752541343371075,2.0366179943084717,0.17045454545454544,0.5726712198054869,0.9990007833849535,6,0.3418731689453125,0.6350070834159851,0.0009996543184928894
2.6187671025594077,0.4751434524854024,2.0993892351786294,0.17108585858585856,0.5747707170321711,0.9990011037426619,7,0.3424346446990967,0.6348180770874023,0.000999502269116662
2.4043883085250854,0.4885484079519908,1.66353178024292,0.17487373737373738,0.5871201453911082,0.9990014789317456,8,0.3430453836917877,0.6345174312591553,0.0009993226141696726
2.2508455514907837,0.49181370933850604,1.7793099880218506,0.1710858585858586,0.5747243120577749,0.9990019089109695,9,0.34364208579063416,0.6342976689338684,0.0009991153735294047
1.9900497198104858,0.4858897825082143,1.544120232264201,0.1710858585858586,0.5747704618468044,0.9990023936330764,10,0.3442697823047638,0.6340533494949341,0.0009988805701254945
1.882197896639506,0.4802723328272502,1.6831876436869304,0.17234848484848486,0.5788912339098081,0.9990029330447929,11,0.3448921740055084,0.6338721513748169,0.0009986182299371925
1.8065380652745564,0.48208149274190265,1.6350911855697632,0.17045454545454544,0.5726514413244742,0.9990035270868346,12,0.3455190658569336,0.6337067484855652,0.0009983283819904897
1.675991694132487,0.4856843749682109,1.6168919404347737,0.17108585858585856,0.5747440905387876,0.999004175693913,13,0.34615182876586914,0.6335119605064392,0.0009980110583549062
1.6136518716812134,0.4708901345729828,1.320939024289449,0.17234848484848486,0.5788410916003587,0.999004878794743,14,0.3467678725719452,0.6333214640617371,0.0009976662941399426
1.653602957725525,0.4870953957239787,1.341045320034027,0.17045454545454544,0.5727507116622957,0.9990056363120497,15,0.34735915064811707,0.6331855058670044,0.0009972941274911953
