seq,frame_num,cam_view,gait_event,dataset,gait_pat,bbox,vid_info,id,url,youtube_video_id
aug-nXuJIs25z1U_clip-02-w02,117,right side,,Abnormal Gait,normal,"{'top': 86.52694702148438, 'left': 219.5100555419922, 'height': 220.91517639160156, 'width': 56.501953125}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,118,right side,,Abnormal Gait,normal,"{'top': 86.52694702148438, 'left': 220.48699951171875, 'height': 217.25225830078125, 'width': 55.631412506103516}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,119,right side,,Abnormal Gait,normal,"{'top': 86.52694702148438, 'left': 219.5100555419922, 'height': 217.25225830078125, 'width': 51.10601043701172}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,120,right side,,Abnormal Gait,normal,"{'top': 87.06304168701172, 'left': 219.5100555419922, 'height': 217.03207397460938, 'width': 49.61587905883789}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,121,right side,,Abnormal Gait,normal,"{'top': 86.24972534179688, 'left': 220.4488983154297, 'height': 217.25225830078125, 'width': 49.61587905883789}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,122,right side,,Abnormal Gait,normal,"{'top': 85.6375732421875, 'left': 220.4488983154297, 'height': 217.25225830078125, 'width': 51.10601043701172}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,123,right side,,Abnormal Gait,normal,"{'top': 85.4226303100586, 'left': 219.3551025390625, 'height': 216.95835876464844, 'width': 51.12287139892578}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,124,right side,,Abnormal Gait,normal,"{'top': 85.4226303100586, 'left': 214.19329833984375, 'height': 216.5103759765625, 'width': 70.119384765625}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,125,right side,,Abnormal Gait,normal,"{'top': 85.4226303100586, 'left': 211.8305206298828, 'height': 213.44557189941406, 'width': 75.49969482421875}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,126,right side,,Abnormal Gait,normal,"{'top': 86.39082336425781, 'left': 209.84490966796875, 'height': 212.26303100585938, 'width': 81.76261138916016}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,127,right side,,Abnormal Gait,normal,"{'top': 87.2972412109375, 'left': 207.0027313232422, 'height': 210.8041534423828, 'width': 86.8730697631836}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,128,right side,,Abnormal Gait,normal,"{'top': 87.95085906982422, 'left': 205.17059326171875, 'height': 210.8041534423828, 'width': 91.71097564697266}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,129,right side,,Abnormal Gait,normal,"{'top': 87.95085906982422, 'left': 201.34840393066406, 'height': 212.26303100585938, 'width': 98.1767349243164}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
aug-nXuJIs25z1U_clip-02-w02,130,right side,,Abnormal Gait,normal,"{'top': 87.95085906982422, 'left': 198.43548583984375, 'height': 214.60980224609375, 'width': 101.33987426757812}","{'height': 360, 'width': 640, 'mime_type': 'video/mp4'}",nXuJIs25z1U_clip-02,https://www.youtube.com/watch?v=nXuJIs25z1U,nXuJIs25z1U
