seq,frame_num,cam_view,gait_event,dataset,gait_pat,bbox,vid_info,id,url,youtube_video_id
aug-EHymg4AGMJs_clip-01-w04,281,right side,,Abnormal Gait,normal,"{'top': 198.8592529296875, 'left': 107.44579315185547, 'height': 666.4781494140625, 'width': 142.0248260498047}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,282,right side,,Abnormal Gait,normal,"{'top': 198.84352111816406, 'left': 107.44579315185547, 'height': 666.5426025390625, 'width': 141.8024444580078}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,283,right side,,Abnormal Gait,normal,"{'top': 198.79983520507812, 'left': 107.96319580078125, 'height': 666.6808471679688, 'width': 141.67962646484375}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,284,right side,,Abnormal Gait,normal,"{'top': 198.84352111816406, 'left': 109.07099914550781, 'height': 666.6808471679688, 'width': 139.79298400878906}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,285,right side,,Abnormal Gait,normal,"{'top': 199.05242919921875, 'left': 109.23048400878906, 'height': 666.6808471679688, 'width': 139.63050842285156}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,286,right side,,Abnormal Gait,normal,"{'top': 198.71182250976562, 'left': 109.23048400878906, 'height': 667.1298217773438, 'width': 138.55052185058594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,287,right side,,Abnormal Gait,normal,"{'top': 198.77467346191406, 'left': 109.23048400878906, 'height': 667.2543334960938, 'width': 138.55052185058594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,288,right side,,Abnormal Gait,normal,"{'top': 199.01449584960938, 'left': 108.78521728515625, 'height': 666.05224609375, 'width': 138.55052185058594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,289,right side,,Abnormal Gait,normal,"{'top': 198.91085815429688, 'left': 108.4697036743164, 'height': 666.2931518554688, 'width': 139.42433166503906}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,290,right side,,Abnormal Gait,normal,"{'top': 198.91085815429688, 'left': 108.14633178710938, 'height': 666.2931518554688, 'width': 139.4460906982422}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,291,right side,,Abnormal Gait,normal,"{'top': 198.91085815429688, 'left': 108.14633178710938, 'height': 666.2931518554688, 'width': 139.4460906982422}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,292,right side,,Abnormal Gait,normal,"{'top': 198.91085815429688, 'left': 107.92538452148438, 'height': 666.2931518554688, 'width': 139.4460906982422}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,293,right side,,Abnormal Gait,normal,"{'top': 197.59295654296875, 'left': 108.219970703125, 'height': 668.9013671875, 'width': 138.61141967773438}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,294,right side,,Abnormal Gait,normal,"{'top': 197.38259887695312, 'left': 107.59932708740234, 'height': 669.04931640625, 'width': 138.61141967773438}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,295,right side,,Abnormal Gait,normal,"{'top': 197.08316040039062, 'left': 108.17558288574219, 'height': 669.8035278320312, 'width': 138.07260131835938}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,296,right side,,Abnormal Gait,normal,"{'top': 197.08316040039062, 'left': 107.59932708740234, 'height': 669.8035278320312, 'width': 138.61141967773438}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,297,right side,,Abnormal Gait,normal,"{'top': 197.11019897460938, 'left': 108.17558288574219, 'height': 669.04931640625, 'width': 137.92703247070312}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,298,right side,,Abnormal Gait,normal,"{'top': 197.38259887695312, 'left': 107.3419418334961, 'height': 669.04736328125, 'width': 138.6328125}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,299,right side,,Abnormal Gait,normal,"{'top': 197.53744506835938, 'left': 108.02318572998047, 'height': 668.9986572265625, 'width': 138.30003356933594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,300,right side,,Abnormal Gait,normal,"{'top': 197.61465454101562, 'left': 107.99600219726562, 'height': 668.87744140625, 'width': 138.30003356933594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,301,right side,,Abnormal Gait,normal,"{'top': 197.6497802734375, 'left': 107.99600219726562, 'height': 668.6109619140625, 'width': 138.30003356933594}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
aug-EHymg4AGMJs_clip-01-w04,302,right side,,Abnormal Gait,normal,"{'top': 197.6497802734375, 'left': 107.54096984863281, 'height': 668.6109619140625, 'width': 138.7785186767578}","{'height': 1080, 'width': 1920, 'mime_type': 'video/mp4'}",EHymg4AGMJs_clip-01,https://www.youtube.com/watch?v=EHymg4AGMJs,EHymg4AGMJs
