person_id,metric,extractor,candidate,comparator,candidate_value,comparator_value,improvement,improvement_percent
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,unchanged,0.009106871680494144,0.015931321991035304,0.00682445031054116,42.8366855831634
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,unchanged,0.008428802410013063,0.016383745173792763,0.0079549427637797,48.55387263044307
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,unchanged,0.01554435064469378,0.02478622065163013,0.00924187000693635,37.28632185128448
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,unchanged,0.021517354720837274,0.029388309094821055,0.007870954373983781,26.78260375099579
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,unchanged,0.010302525223712562,0.022078480097119237,0.011775954873406675,53.33680045730676
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,unchanged,0.007909699471716087,0.01821229467940521,0.010302595207689122,56.56945151090424
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,unchanged,0.007861973681290393,0.01650988293863283,0.008647909257342438,52.38019730053012
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,unchanged,0.009383354657323881,0.022281569160663425,0.012898214503339544,57.88737054529559
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,joint_affine,0.009106871680494144,0.009869728638609543,0.0007628569581153988,7.729259699513591
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,joint_affine,0.008428802410013063,0.010250721825468507,0.0018219194154554443,17.773571914992182
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,joint_affine,0.01554435064469378,0.016258308634068207,0.0007139579893744273,4.391342331135084
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,joint_affine,0.021517354720837274,0.021090816838403775,-0.00042653788243349894,-2.0223867368513964
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,joint_affine,0.010302525223712562,0.010808439916555506,0.0005059146928429441,4.680737430644587
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,joint_affine,0.007909699471716087,0.009179133900026224,0.0012694344283101372,13.829566516144954
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,joint_affine,0.007861973681290393,0.008420655926904164,0.0005586822456137702,6.634664216937891
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,joint_affine,0.009383354657323881,0.011116700680212682,0.0017333460228888004,15.592270339473046
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,static,0.009106871680494144,0.00949250860343863,0.0003856369229444864,4.062539619977702
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,static,0.008428802410013063,0.009477720002440732,0.0010489175924276693,11.067193292875805
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,static,0.01554435064469378,0.01583339479056903,0.00028904414587525157,1.8255348881177218
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,static,0.021517354720837274,0.02101637069363595,-0.000500984027201324,-2.383779932816987
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,static,0.010302525223712562,0.009957659686592926,-0.0003448655371196367,-3.4633191731182227
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,static,0.007909699471716087,0.0087120304428302,0.0008023309711141131,9.209460141113407
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,static,0.007861973681290393,0.007935563272065349,7.358959077495564e-05,0.927339222837585
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,static,0.009383354657323881,0.010866571704022499,0.0014832170466986174,13.64935590633035
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,filter1,0.009106871680494144,0.01567457711886317,0.006567705438369027,41.90036763712936
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,filter1,0.008428802410013063,0.01611117027214816,0.007682367862135097,47.68348749572727
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,filter1,0.01554435064469378,0.024518070725771276,0.008973720081077496,36.60043313132749
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,filter1,0.021517354720837274,0.028775195836143748,0.007257841115306474,25.222560279468524
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,filter1,0.010302525223712562,0.02195488350480062,0.011652358281088057,53.074106626619866
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,filter1,0.007909699471716087,0.01800071941812733,0.010091019946411242,56.05898137742898
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,filter1,0.007861973681290393,0.01628972869630783,0.008427755015017437,51.73661987954189
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,filter1,0.009383354657323881,0.0221642904222764,0.01278093576495252,57.664538414940345
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,filter2,0.009106871680494144,0.015654382073812763,0.0065475103933186184,41.825415800164606
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,filter2,0.008428802410013063,0.01610205931354976,0.007673256903536698,47.65388546966605
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,filter2,0.01554435064469378,0.024462261021801712,0.008917910377107933,36.45578946753919
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,filter2,0.021517354720837274,0.028539182935386195,0.007021828214548921,24.604166946357957
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,filter2,0.010302525223712562,0.02200664695375327,0.011704121730040706,53.184484463429584
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,filter2,0.007909699471716087,0.01803426538790951,0.010124565916193424,56.140717120538284
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,filter2,0.007861973681290393,0.016298090730125326,0.008436117048834933,51.761382290268195
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,filter2,0.009383354657323881,0.02217518846024249,0.012791833802918607,57.68534425695125
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,direct,paired_jepa,0.009106871680494144,0.009981132616116087,0.0008742609356219427,8.759135553517371
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,direct,paired_jepa,0.008428802410013063,0.010192715470521668,0.0017639130605086057,17.305624449245297
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,direct,paired_jepa,0.01554435064469378,0.01611706895167332,0.0005727183069795388,3.5534892150478616
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,direct,paired_jepa,0.021517354720837274,0.02076523289384164,-0.0007521218269956331,-3.6220245197379435
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,direct,paired_jepa,0.010302525223712562,0.01051251457334993,0.00020998934963736837,1.997517798165134
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,direct,paired_jepa,0.007909699471716087,0.009101405108383443,0.0011917056366673555,13.093644579886432
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,direct,paired_jepa,0.007861973681290393,0.008260695875414507,0.0003987221941241133,4.82673857187735
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,direct,paired_jepa,0.009383354657323881,0.011048200953867826,0.001664846296543945,15.068935689127784
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,paired_jepa,initialized,0.009981132616116087,0.0100460067359846,6.487411986851217e-05,0.6457702206801669
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,paired_jepa,initialized,0.010192715470521668,0.010269857028680069,7.714155815840076e-05,0.7511453951400856
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,paired_jepa,initialized,0.01611706895167332,0.01619538163781543,7.83126861421124e-05,0.48354949511813955
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,paired_jepa,initialized,0.02076523289384164,0.020880736266960017,0.00011550337311837591,0.5531575689748981
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,paired_jepa,initialized,0.01051251457334993,0.010472540197592861,-3.997437575706947e-05,-0.3817065869678655
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,paired_jepa,initialized,0.009101405108383443,0.008963642496314756,-0.000137762612068687,-1.5369043569656609
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,paired_jepa,initialized,0.008260695875414507,0.008366928752462569,0.00010623287704806215,1.2696758893374767
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,paired_jepa,initialized,0.011048200953867826,0.010865531756226763,-0.00018266919764106312,-1.6811804681016187
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,paired_jepa,coordinate,0.009981132616116087,0.010023726648820093,4.2594032704006135e-05,0.42493210555597044
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,paired_jepa,coordinate,0.010192715470521668,0.010308598311727125,0.00011588284120545717,1.1241377120459541
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,paired_jepa,coordinate,0.01611706895167332,0.016212714578364557,9.564562669123894e-05,0.5899420866810023
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,paired_jepa,coordinate,0.02076523289384164,0.02084731974661821,8.208685277657016e-05,0.393752548405586
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,paired_jepa,coordinate,0.01051251457334993,0.0105849429643417,7.242839099176959e-05,0.6842586798602941
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,paired_jepa,coordinate,0.009101405108383443,0.009209360834437089,0.00010795572605364588,1.1722390727699676
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,paired_jepa,coordinate,0.008260695875414507,0.008455553337057262,0.00019485746164275494,2.304490952576382
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,paired_jepa,coordinate,0.011048200953867826,0.011042304795150025,-5.896158717801081e-06,-0.05339608738558618
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.009981132616116087,0.009784760856828506,-0.00019637175928758147,-2.0069142430858617
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.010192715470521668,0.010127687390198757,-6.502808032291148e-05,-0.6420822228956584
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.01611706895167332,0.016222952718510895,0.00010588376683757714,0.652678761226743
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.02076523289384164,0.02126543868235911,0.0005002057885174702,2.352200657550598
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.01051251457334993,0.010433740537604819,-7.877403574511194e-05,-0.7549932400676258
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.009101405108383443,0.009044577272095032,-5.682783628841066e-05,-0.6283083728383847
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.008260695875414507,0.008261215606761168,5.19731346661223e-07,0.006291221188269956
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.011048200953867826,0.01098069786556678,-6.75030883010453e-05,-0.6147431531899367
BioMotionLab_NTroje::rub053,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.009981132616116087,0.009956176487266332,-2.4956128849755108e-05,-0.25065976764949166
BioMotionLab_NTroje::rub054,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.010192715470521668,0.010186532350019081,-6.1831205025869584e-06,-0.060698972821456525
BioMotionLab_NTroje::rub070,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.01611706895167332,0.016126157788980404,9.088837307085623e-06,0.05636083576768894
BioMotionLab_NTroje::rub072,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.02076523289384164,0.020739344001118626,-2.5888892723015255e-05,-0.12482985344965046
BioMotionLab_NTroje::rub075,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.01051251457334993,0.010511826553668238,-6.880196816924644e-07,-0.006545196290861277
BioMotionLab_NTroje::rub086,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.009101405108383443,0.009096350375324268,-5.05473305917499e-06,-0.05556880342787805
BioMotionLab_NTroje::rub098,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.008260695875414507,0.008263316736543168,2.6208611286614864e-06,0.03171681798267705
BioMotionLab_NTroje::rub106,visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.011048200953867826,0.011061387469615625,1.3186515747798735e-05,0.11921213124502325
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,unchanged,0.009056944448293663,0.014751849266337632,0.005694904818043968,38.60468416688082
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,unchanged,0.008100566415651343,0.013798454102085656,0.005697887686434313,41.29366698819594
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,unchanged,0.010383620227154212,0.019213324740979806,0.008829704513825594,45.956150915374124
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,unchanged,0.02118999485170608,0.03143459302692819,0.010244598175222112,32.59020457636006
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,unchanged,0.008711782823653775,0.020899547224978887,0.012187764401325112,58.315925556312735
