metric,extractor,candidate,comparator,candidate_mean,comparator_mean,people,improvement,improvement_percent,ci95_low_percent,ci95_high_percent,ci95_low,ci95_high,people_improved,people_worsened,leave_one_person_out_min_percent,leave_one_person_out_max_percent,bootstrap_draws,bootstrap_seed,scope
visible_nle,hrnet_w32,direct,unchanged,0.011256866561260147,0.020696477973387493,8,0.009439611412127347,45.6097478240754,37.368566858019726,53.62657123969407,0.00814850341546422,0.010827239452396616,8,0,43.70058309752372,49.67263260600093,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,direct,joint_affine,0.011256866561260147,0.012124313295031077,8,0.0008674467337709279,7.154605070510961,2.5939684813660255,12.650877668969137,0.0003805054037844778,0.0013327878857774915,7,1,5.899736196845372,9.704550330825459,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,direct,static,0.011256866561260147,0.011661477399449414,8,0.0004046108381892666,3.469636173272264,-0.18491517704182253,8.286296002720125,-2.5274922984567287e-05,0.0008537906830077095,6,2,2.127587980848721,5.17170188520397,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,direct,filter1,0.011256866561260147,0.020436079499304816,8,0.009179212938044669,44.916702043348984,36.358520019090506,53.15488112970102,0.007834893494943403,0.0106338424156797,8,0,42.91742338791492,49.12342993489814,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,direct,filter2,0.011256866561260147,0.020409009609572627,8,0.00915214304831248,44.843641231957506,36.10310358226978,53.194060285315615,0.007775267865687245,0.010633986054556389,8,0,42.82540264480006,49.130775889696515,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,direct,paired_jepa,0.011256866561260147,0.011997370805396052,8,0.0007405042441359045,6.172221031985178,1.2990717055951715,12.071307916437732,0.00018515580789150426,0.0012559718823913265,7,1,4.849402841843618,8.876245686839232,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,paired_jepa,initialized,0.011997370805396052,0.012007578109004633,8,1.0207303608580475e-05,0.0850071805981082,-0.639701341928742,0.6254474141217603,-6.915665030123551e-05,7.965813187730403e-05,5,3,-0.0450186145227229,0.310261561837126,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,paired_jepa,coordinate,0.011997370805396052,0.012085565152064506,8,8.819434666845522e-05,0.7297494619305369,0.4066842005416853,1.1934560115661141,5.090262471489464e-05,0.0001267554076707835,7,1,0.5788317873134564,0.8307245676186747,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.011997370805396052,0.012015133866240634,8,1.776306084458096e-05,0.1478390589928464,-0.9373913415301546,1.1607102363184436,-9.380022638439539e-05,0.00017254036357552632,3,5,-0.4783892554357079,0.39204391032887376,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.011997370805396052,0.011992636470316967,8,-4.734335079084866e-06,-0.039477016507611505,-0.11382694817658522,0.035903948782812056,-1.444467402599535e-05,4.090223901171615e-06,3,5,-0.06015713273960678,-0.015024207143272489,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,unchanged,0.010287355897557795,0.019378440797994227,8,0.00909108490043643,46.91339718816493,39.590697158983055,54.111896711970665,0.007334394810732194,0.010817673833190843,8,0,44.98047896960286,50.556354098150734,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,joint_affine,0.010287355897557795,0.011188259244855968,8,0.000900903347298174,8.052220882461075,5.043881836526639,11.90383758863879,0.0005429031068662372,0.0012659086649344908,7,1,6.766122321470724,9.215766775294046,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,static,0.010287355897557795,0.01046601660435999,8,0.0001786607068021954,1.7070554496136376,-0.9366935960609547,4.192896000448229,-8.34304183242456e-05,0.00046951413891993705,4,4,0.7982320425961413,2.173580244082787,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,filter1,0.010287355897557795,0.019289585840449656,8,0.009002229942891859,46.66886068654966,38.98092544903862,54.08148025156734,0.0072846933561407125,0.010729592150793374,8,0,44.684728977436045,50.4958181626892,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,filter2,0.010287355897557795,0.019304638177819973,8,0.009017282280262176,46.710444387518045,38.80061021937831,54.238604860376824,0.007297976597623126,0.010761309617919585,8,0,44.71559432277923,50.66141906207728,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,direct,paired_jepa,0.010287355897557795,0.01103282347455571,8,0.0007454675769979135,6.756815956650964,3.210881021072641,11.140658252982307,0.00036239303902844267,0.001150273030338907,7,1,5.3427568607399945,8.22177445980781,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,paired_jepa,initialized,0.01103282347455571,0.010985049790854389,8,-4.7773683701319604e-05,-0.43489728868678973,-2.168932326780494,0.8752319241058147,-0.00020760427487644811,0.00010064101398742611,3,5,-0.7835353814015283,0.02918005849671361,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,paired_jepa,coordinate,0.01103282347455571,0.011198786551214963,8,0.000165963076659255,1.4819737468900107,0.921655206076213,2.188134348738265,0.00012745584853539964,0.00020654191764757704,8,0,1.2935448724257461,1.8302677979392037,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.01103282347455571,0.010916628857928838,8,-0.0001161946166268709,-1.0643818539500662,-3.618868959771671,0.7641776704616622,-0.0003303805063552677,0.00010360752089942811,2,6,-2.139682821800971,-0.42689171410150767,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.01103282347455571,0.011026996689826119,8,-5.826784729589911e-06,-0.05284108532440116,-0.23095057774278852,0.08432880853487883,-2.278286903303721e-05,1.0907049562840915e-05,4,4,-0.12265632455188707,-0.0045832546116187116,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,unchanged,0.013529047075862001,0.023274734340568697,8,0.00974568726470669,41.872388840630535,34.614267801559876,49.08386609937678,0.008081240167765031,0.011234303384092925,8,0,40.45500936910524,46.36208683887833,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,joint_affine,0.013529047075862001,0.014786755690683162,8,0.0012577086148211588,8.505642759849044,6.570862694287019,10.461732074993895,0.0007531921906811755,0.0018230111878985225,8,0,7.861359622404248,8.94357973309261,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,static,0.013529047075862001,0.014399362222734722,8,0.0008703151468727208,6.044122881349607,1.3410585877970163,8.708057851838406,0.00013793074732685456,0.0017698336462798683,6,2,4.203336415937013,7.15250383618538,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,filter1,0.013529047075862001,0.023229819674309725,8,0.009700772598447724,41.75999958009137,34.30904925348065,49.101589820929426,0.008060782883314776,0.011153065234176356,8,0,40.306917428929566,46.353680367997136,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,filter2,0.013529047075862001,0.02327394514542823,8,0.009744898069566228,41.870417794124805,34.3082854203516,49.308562214219194,0.008099671790723458,0.011197893913531126,8,0,40.392074220285686,46.531093500812545,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,direct,paired_jepa,0.013529047075862001,0.014824048231169062,8,0.0012950011553070596,8.735813153819807,7.056416148868725,10.797489970712965,0.0008694779750258504,0.001776900014496239,8,0,8.077953711289942,9.499398908172546,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,paired_jepa,initialized,0.014824048231169062,0.014906450084107016,8,8.240185293795438e-05,0.5527932705172355,-0.815736036786002,1.6625053176429185,-0.00010228225844102073,0.00028726238778034943,4,4,0.07759466080793756,0.825905098099739,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,paired_jepa,coordinate,0.014824048231169062,0.01471563200676876,8,-0.00010841622440030223,-0.7367418833960644,-1.6830991092164271,-0.026107086404354142,-0.00019404498113002183,-4.413028428951887e-06,2,6,-1.1290420751022843,-0.5673344150180231,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,paired_jepa,ordinary_jepa,0.014824048231169062,0.014961762172359377,8,0.0001377139411903156,0.9204393145931083,-0.2321425226596149,1.8115966792527463,-2.732879124782775e-05,0.0003728245609592,7,1,0.2585403390611213,1.1974454076176986,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
visible_nle,vitpose_base,paired_jepa,shuffled_jepa,0.014824048231169062,0.014832479892210855,8,8.431661041791334e-06,0.056845929359520965,-0.06598020826976064,0.150197539816677,-8.20182200918923e-06,2.460465860101152e-05,4,4,0.01889285904794832,0.09521312853763118,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,unchanged,0.008980574149826736,0.009658838084407796,8,0.0006782639345810622,7.022210421727428,4.91907538370956,9.134736075945636,0.0004433639992232185,0.0009121594601165343,8,0,6.40019102012201,7.740914703161903,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,joint_affine,0.008980574149826736,0.009571558642594883,8,0.0005909844927681488,6.174380942913294,4.422568478156674,8.09954335300247,0.00039497763717169336,0.0007824487641761198,8,0,5.592857281980347,6.725764952101477,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,static,0.008980574149826736,0.009443950988305236,8,0.0004633768384785015,4.906599357115647,2.5083276867071427,7.2771736194637455,0.00024063395590140195,0.0007168965264675795,8,0,4.121172537866957,5.997843448292125,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,filter1,0.008980574149826736,0.008298958853142104,8,-0.0006816152966846313,-8.213262756768122,-12.461938543548689,-4.587331273988825,-0.0009377945606535362,-0.00038824596182782806,1,7,-9.599879371294097,-7.196725752032548,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,filter2,0.008980574149826736,0.007885914978540506,8,-0.0010946591712862287,-13.881194183110809,-19.265995596548542,-8.4473753335176,-0.0015062131244491846,-0.000663029394352109,0,8,-16.044524388012807,-12.738657620144668,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,direct,paired_jepa,0.008980574149826736,0.00967141863324046,8,0.0006908444834137239,7.143155617721956,5.155898477983733,9.227036741973054,0.0004697318242316336,0.0009151650650862236,8,0,6.449570556074138,7.911379103120778,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,paired_jepa,initialized,0.00967141863324046,0.009681862774772957,8,1.0444141532499015e-05,0.10787326545995106,-0.07682387872010894,0.32600834026795733,-7.458360848811019e-06,3.5112989307061286e-05,3,5,-0.00594151784147235,0.1612748120206284,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,paired_jepa,coordinate,0.00967141863324046,0.009689761848631004,8,1.834321539054566e-05,0.18930512098331126,-0.5632555020747224,0.8221172686315412,-5.6167744218399776e-05,8.724621867577283e-05,5,3,-0.07914228876454446,0.5362992389240446,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.00967141863324046,0.009670361676439644,8,-1.05695680081494e-06,-0.010929858015445828,-0.2952410413414957,0.21512633352184418,-2.7485559655482383e-05,2.3255202162782845e-05,5,3,-0.112706042009477,0.10059460194447906,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.00967141863324046,0.009673630592604988,8,2.2119593645301017e-06,0.02286586554401855,-7.322897902045166e-05,0.04864861013581264,-6.994629434724578e-09,4.809837296532214e-06,6,2,0.013396202036471582,0.028272809642130095,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,unchanged,0.0069050746543796015,0.007534305343076118,8,0.0006292306886965153,8.351542179993624,4.833374633682603,11.429402058248728,0.00030291335491128106,0.0009292375357146179,7,1,7.2654837814240025,9.311078193134366,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,joint_affine,0.0069050746543796015,0.007530650011732747,8,0.0006255753573531452,8.30705658048773,5.177439187605812,11.317565365965265,0.0003282816217958003,0.0009104612280818837,7,1,7.170408276608867,9.103678009693482,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,static,0.0069050746543796015,0.007253272396926432,8,0.0003481977425468288,4.8005606778862635,1.9341895484883556,7.139153434728055,0.00011406352514658873,0.0006371229911554662,7,1,3.658974419671601,5.367210652150051,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,filter1,0.0069050746543796015,0.007233810791914777,8,0.0003287361375351747,4.544439258801222,-0.028483295949671042,9.035124735810195,-1.6818657368657813e-06,0.0006658350389660362,5,3,2.955348960195926,6.115955550757729,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,filter2,0.0069050746543796015,0.007298539801303441,8,0.00039346514692383894,5.391011868614736,-0.9293644850391202,11.377076896740617,-7.572207392549102e-05,0.0008412995484483529,5,3,3.403435214553565,8.564983216531159,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,direct,paired_jepa,0.0069050746543796015,0.007474238015396768,8,0.0005691633610171661,7.615001821519489,4.526919913623789,10.439360045176594,0.00028359826950827456,0.000835536142930029,7,1,6.6632772727318565,8.410011919337899,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,paired_jepa,initialized,0.007474238015396768,0.0074673967759093,8,-6.841239487468428e-06,-0.09161478481415467,-0.44456456471490063,0.2537110214441654,-3.234518646938814e-05,1.8173310827636e-05,4,4,-0.18938259065982196,-0.002004807377573633,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,paired_jepa,coordinate,0.007474238015396768,0.007526755915260056,8,5.251789986328737e-05,0.6977494747346651,-0.3579615043736765,1.875510300935533,-3.022282159865705e-05,0.00013379411733669203,6,2,0.3574041170922233,1.2589417175220454,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.007474238015396768,0.0074427325065673415,8,-3.1505508829427625e-05,-0.4233056716955459,-0.6976286159257097,-0.16660586048180803,-5.2428131689718355e-05,-1.1691255909242887e-05,1,7,-0.5076786622838414,-0.324812559373456,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.007474238015396768,0.007478270611775569,8,4.032596378800136e-06,0.053924183653507485,0.004419324096949756,0.09578682251014062,2.999337531187085e-07,8.584440825340489e-06,5,3,0.0324027935541132,0.06891979582930413,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,unchanged,0.007321802336583661,0.008066545648258885,8,0.0007447433116752242,9.232493611884196,7.444125196653185,11.13105959731356,0.0005303066633489456,0.0009691578621485748,8,0,8.490885144144897,9.75259745547553,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,joint_affine,0.007321802336583661,0.007984199688053084,8,0.0006623973514694229,8.296352513083823,6.499371034609925,10.493796465634167,0.0005118592177632644,0.000817471249842841,8,0,7.541156718971012,9.056746958446665,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,static,0.007321802336583661,0.00778795194664024,8,0.0004661496100565794,5.985522422973842,2.5060803723639182,9.167231260430052,0.00017362622177814882,0.0008489498858999869,7,1,4.337455021466618,6.837931362709043,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,filter1,0.007321802336583661,0.0077582699085951435,8,0.00043646757201148273,5.625836393342464,2.484514032579014,9.196207568288878,0.0002047356399237938,0.000678457246836189,7,1,4.594860726092461,6.722794061301778,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,filter2,0.007321802336583661,0.007796565044509985,8,0.0004747627079263255,6.089383019521315,0.4497610429857917,11.953610378738347,3.975392575921062e-05,0.0008777199026278716,6,2,4.845890895179274,8.450100777457024,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,direct,paired_jepa,0.007321802336583661,0.008117650918747133,8,0.0007958485821634729,9.803927147514038,8.222766981957612,11.713895712853267,0.0006105254621336879,0.0009983056169956418,8,0,9.070080229807008,10.285290662911127,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
displacement_nle,vitpose_base,paired_jepa,initialized,0.008117650918747133,0.008143180628000311,8,2.5529709253179563e-05,0.3135102906276659,0.05613907859385447,0.6482304822194663,4.645492948254434e-06,4.987305691450672e-05,6,2,0.19710988310941882,0.3869962194283965,50000,20260919,Exploratory pointwise interval; conditional on seed 17; no multiplicity adjustment
