seq,frame_num,cam_view,gait_event,dataset,gait_pat,bbox,vid_info,id,url
cljw6xyo3002u3n6lyl23l27l,1667,left side,,Abnormal Gait,stroke,"{'top': 7.0, 'left': 545.0, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1668,left side,,Abnormal Gait,stroke,"{'top': 7.205882352941177, 'left': 542.7058823529412, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1669,left side,,Abnormal Gait,stroke,"{'top': 7.411764705882353, 'left': 540.4117647058823, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1670,left side,,Abnormal Gait,stroke,"{'top': 7.617647058823529, 'left': 538.1176470588235, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1671,left side,,Abnormal Gait,stroke,"{'top': 7.8235294117647065, 'left': 535.8235294117648, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1672,left side,,Abnormal Gait,stroke,"{'top': 8.029411764705882, 'left': 533.5294117647059, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1673,left side,,Abnormal Gait,stroke,"{'top': 8.235294117647058, 'left': 531.2352941176471, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1674,left side,,Abnormal Gait,stroke,"{'top': 8.441176470588236, 'left': 528.9411764705883, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1675,left side,,Abnormal Gait,stroke,"{'top': 8.647058823529411, 'left': 526.6470588235294, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1676,left side,,Abnormal Gait,stroke,"{'top': 8.852941176470589, 'left': 524.3529411764706, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1677,left side,,Abnormal Gait,stroke,"{'top': 9.058823529411764, 'left': 522.0588235294117, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1678,left side,,Abnormal Gait,stroke,"{'top': 9.264705882352942, 'left': 519.7647058823529, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1679,left side,,Abnormal Gait,stroke,"{'top': 9.470588235294118, 'left': 517.4705882352941, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1680,left side,,Abnormal Gait,stroke,"{'top': 9.676470588235293, 'left': 515.1764705882352, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1681,left side,,Abnormal Gait,stroke,"{'top': 9.882352941176471, 'left': 512.8823529411765, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1682,left side,,Abnormal Gait,stroke,"{'top': 10.088235294117647, 'left': 510.5882352941176, 'height': 236.0, 'width': 179.00000000000006}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1683,left side,,Abnormal Gait,stroke,"{'top': 10.294117647058822, 'left': 508.29411764705884, 'height': 236.0, 'width': 178.99999999999994}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1684,left side,,Abnormal Gait,stroke,"{'top': 10.5, 'left': 506.0, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1685,left side,,Abnormal Gait,stroke,"{'top': 10.705882352941178, 'left': 503.70588235294116, 'height': 236.0, 'width': 179.00000000000006}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1686,left side,,Abnormal Gait,stroke,"{'top': 10.911764705882353, 'left': 501.4117647058824, 'height': 236.0, 'width': 178.99999999999994}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1687,left side,,Abnormal Gait,stroke,"{'top': 11.117647058823529, 'left': 499.11764705882354, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1688,left side,,Abnormal Gait,stroke,"{'top': 11.323529411764707, 'left': 496.8235294117647, 'height': 236.0, 'width': 179.00000000000006}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1689,left side,,Abnormal Gait,stroke,"{'top': 11.529411764705882, 'left': 494.52941176470586, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
cljw6xyo3002u3n6lyl23l27l,1690,left side,,Abnormal Gait,stroke,"{'top': 11.735294117647058, 'left': 492.2352941176471, 'height': 236.0, 'width': 179.0}","{'height': 270, 'width': 854, 'mime_type': 'video/mp4'}",CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU
