method,extractor,person_id,motion_id,window_id,variant,amplitude_error,amplitude_ratio,scope
joint_offset,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0007768905924671,1.0878556108068416,support_only_exploratory_not_primary_aggregate
joint_offset,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0004564926648838,1.0516230242598923,support_only_exploratory_not_primary_aggregate
joint_offset,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.000265178785868,1.0299880632245415,support_only_exploratory_not_primary_aggregate
joint_offset,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0004543070412711,1.0513758603743353,support_only_exploratory_not_primary_aggregate
joint_offset,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,5.632153762230585e-05,1.006369189094792,support_only_exploratory_not_primary_aggregate
joint_offset,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0001018571357148,0.9884813628070316,support_only_exploratory_not_primary_aggregate
joint_offset,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0019391642192237,1.1230880774595704,support_only_exploratory_not_primary_aggregate
joint_offset,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0020687389345641,1.1313128077018664,support_only_exploratory_not_primary_aggregate
joint_offset,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0044935534886212,1.2852274471615115,support_only_exploratory_not_primary_aggregate
joint_offset,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0037955223043096,1.2409200514123595,support_only_exploratory_not_primary_aggregate
joint_offset,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0046664772945533,1.296203752627635,support_only_exploratory_not_primary_aggregate
joint_offset,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0049491631771241,1.31414718488864,support_only_exploratory_not_primary_aggregate
joint_affine,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0013818307715289,0.8437339985301725,support_only_exploratory_not_primary_aggregate
joint_affine,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0013511242841554,0.8472064787353571,support_only_exploratory_not_primary_aggregate
joint_affine,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0014285081291691,0.8384554331747825,support_only_exploratory_not_primary_aggregate
joint_affine,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0016252525950978,0.8162063476605121,support_only_exploratory_not_primary_aggregate
joint_affine,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0016513788745158,0.8132518258029496,support_only_exploratory_not_primary_aggregate
joint_affine,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0017148316846363,0.806076188146115,support_only_exploratory_not_primary_aggregate
joint_affine,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0019742579639679,0.8746843538133446,support_only_exploratory_not_primary_aggregate
joint_affine,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0020627425276186,0.8690678130806703,support_only_exploratory_not_primary_aggregate
joint_affine,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0002506315650436,1.0159087905944637,support_only_exploratory_not_primary_aggregate
joint_affine,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0005243114442522,0.966719431483274,support_only_exploratory_not_primary_aggregate
joint_affine,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,2.9151934941067104e-05,1.0018504134877029,support_only_exploratory_not_primary_aggregate
joint_affine,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0006388164603817,1.0405487524874988,support_only_exploratory_not_primary_aggregate
unchanged,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0009124553303937,1.10318611290056,support_only_exploratory_not_primary_aggregate
unchanged,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0005504019185823,1.062242865617347,support_only_exploratory_not_primary_aggregate
unchanged,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0004025121321151,1.045518570525921,support_only_exploratory_not_primary_aggregate
unchanged,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0005914382325468,1.0668835067366516,support_only_exploratory_not_primary_aggregate
unchanged,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0001693901572358,1.0191556904832104,support_only_exploratory_not_primary_aggregate
unchanged,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,3.618733143048378e-05,1.004092288073921,support_only_exploratory_not_primary_aggregate
unchanged,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0019371057301551,1.1229574152601498,support_only_exploratory_not_primary_aggregate
unchanged,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0020708704753996,1.1314481068481992,support_only_exploratory_not_primary_aggregate
unchanged,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0044659604400911,1.2834759836902174,support_only_exploratory_not_primary_aggregate
unchanged,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0038032096027766,1.2414080012104165,support_only_exploratory_not_primary_aggregate
unchanged,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0046326475197315,1.2940564141493247,support_only_exploratory_not_primary_aggregate
unchanged,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0049371679156904,1.313385787966261,support_only_exploratory_not_primary_aggregate
initialized,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0012039848478477,1.136154080427122,support_only_exploratory_not_primary_aggregate
initialized,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0008608742427607,1.09735300331729,support_only_exploratory_not_primary_aggregate
initialized,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0006475105757364,1.073224515378106,support_only_exploratory_not_primary_aggregate
initialized,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0009057157551746,1.1024239598983394,support_only_exploratory_not_primary_aggregate
initialized,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0004350052188558,1.0491930904780007,support_only_exploratory_not_primary_aggregate
initialized,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0002891224063925,1.0326957564653907,support_only_exploratory_not_primary_aggregate
initialized,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0015154154468032,1.0961907052793165,support_only_exploratory_not_primary_aggregate
initialized,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0017497670678761,1.1110661295478923,support_only_exploratory_not_primary_aggregate
initialized,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0040424680690939,1.256594886541202,support_only_exploratory_not_primary_aggregate
initialized,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0033190702618684,1.210677349260373,support_only_exploratory_not_primary_aggregate
initialized,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0041921920780846,1.2660985893393033,support_only_exploratory_not_primary_aggregate
initialized,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0045517295665771,1.2889201625688738,support_only_exploratory_not_primary_aggregate
coordinate,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0006992898346859,1.079080035404019,support_only_exploratory_not_primary_aggregate
coordinate,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0003373709062204,1.0381519963323618,support_only_exploratory_not_primary_aggregate
coordinate,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0002106127703636,1.02381739946838,support_only_exploratory_not_primary_aggregate
coordinate,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0003772167753353,1.042658014558303,support_only_exploratory_not_primary_aggregate
coordinate,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,5.256713374889553e-05,0.9940553822009764,support_only_exploratory_not_primary_aggregate
coordinate,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0001621228270162,0.9816661443305562,support_only_exploratory_not_primary_aggregate
coordinate,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0028561942481279,1.1812963829303178,support_only_exploratory_not_primary_aggregate
coordinate,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0027886457410745,1.177008754380838,support_only_exploratory_not_primary_aggregate
coordinate,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0052463806454115,1.3330130067701644,support_only_exploratory_not_primary_aggregate
coordinate,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0047111598842278,1.2990399714503786,support_only_exploratory_not_primary_aggregate
coordinate,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0053759497621609,1.3412373816429637,support_only_exploratory_not_primary_aggregate
coordinate,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,blur,0.0056312533294111,1.357442726682783,support_only_exploratory_not_primary_aggregate
direct,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0007116648450518,1.080479478395056,support_only_exploratory_not_primary_aggregate
direct,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.000732133740526,1.0827942281575962,support_only_exploratory_not_primary_aggregate
direct,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,clean,0.0005549169213146,1.062753450153556,support_only_exploratory_not_primary_aggregate
direct,rtmpose_m,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,1.016583679105086e-05,1.0011496159295792,support_only_exploratory_not_primary_aggregate
direct,hrnet_w32,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.0003174487395935,1.0358990740617424,support_only_exploratory_not_primary_aggregate
direct,vitpose_base,BioMotionLab_NTroje::rub023,BioMotionLab_NTroje/rub023/0000_treadmill_norm_poses.npz,0594a645c75c04204204,blur,0.000203850944157,1.023052730186361,support_only_exploratory_not_primary_aggregate
direct,rtmpose_m,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0011600151311026,1.073631738300431,support_only_exploratory_not_primary_aggregate
direct,hrnet_w32,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0018241527166002,1.1157877443555888,support_only_exploratory_not_primary_aggregate
direct,vitpose_base,BioMotionLab_NTroje::rub044,BioMotionLab_NTroje/rub044/0000_treadmill_norm_poses.npz,4dc73693d7db7cde8aab,clean,0.0040061210794495,1.25428776833408,support_only_exploratory_not_primary_aggregate
