metric,extractor,method,error,unchanged,reduction_vs_unchanged_percent,reduction_vs_coordinate_percent
visible_nle,hrnet_w32,coordinate,0.0098326979203883,0.0173374446491921,43.2863485978224,0.0
visible_nle,hrnet_w32,direct,0.009798516573371,0.0173374446491921,43.483501913717156,0.34762938202773463
visible_nle,hrnet_w32,initialized,0.0097996971250633,0.0173374446491921,43.47669265366652,0.33562299576571475
visible_nle,hrnet_w32,joint_affine,0.0094406393222347,0.0173374446491921,45.54768875542094,3.987294243430979
visible_nle,hrnet_w32,joint_offset,0.0097341105965981,0.0173374446491921,43.85498674366816,1.002647743156813
visible_nle,hrnet_w32,paired_jepa,0.0097858533682584,0.0173374446491921,43.55654154192551,0.47641606107685563
visible_nle,hrnet_w32,unchanged,0.0173374446491921,0.0173374446491921,0.0,-76.3243902087397
visible_nle,rtmpose_m,coordinate,0.0088678552342307,0.0157111923497302,43.55708314917942,0.0
visible_nle,rtmpose_m,direct,0.0096526184106138,0.0157111923497302,38.56215240863269,-8.849526245690674
visible_nle,rtmpose_m,initialized,0.0088963633138501,0.0157111923497302,43.37563237838614,-0.3214766013472562
visible_nle,rtmpose_m,joint_affine,0.0084593948688622,0.0157111923497302,46.1568881561846,4.606078409938489
visible_nle,rtmpose_m,joint_offset,0.0088007015774477,0.0157111923497302,43.98450874036412,0.7572705576403734
visible_nle,rtmpose_m,paired_jepa,0.0101126011410218,0.0157111923497302,35.63441325192954,-14.036606077941736
visible_nle,rtmpose_m,unchanged,0.0157111923497302,0.0157111923497302,0.0,-77.17014920455192
visible_nle,vitpose_base,coordinate,0.0101197044293809,0.0183494689689387,44.85015099613422,0.0
visible_nle,vitpose_base,direct,0.0101746912908422,0.0183494689689387,44.55048640336382,-0.5433643032266284
visible_nle,vitpose_base,initialized,0.0101549247598543,0.0183494689689387,44.65820903567193,-0.34803714593820484
visible_nle,vitpose_base,joint_affine,0.0097222836775814,0.0183494689689387,47.01599433728071,3.9271972276744984
visible_nle,vitpose_base,joint_offset,0.0100570671962363,0.0183494689689387,45.19150819426694,0.6189630693436532
visible_nle,vitpose_base,paired_jepa,0.0100471190489786,0.0183494689689387,45.24572309974752,0.7172677908611831
visible_nle,vitpose_base,unchanged,0.0183494689689387,0.0183494689689387,0.0,-81.32415918852362
displacement_nle,hrnet_w32,coordinate,0.0078586220178509,0.0078110312977401,-0.6092757575375372,0.0
displacement_nle,hrnet_w32,direct,0.0079088733345133,0.0078110312977401,-1.2526135543907855,-0.6394418327825505
displacement_nle,hrnet_w32,initialized,0.0078560589938425,0.0078110312977401,-0.5764628816098535,0.0326141657224139
displacement_nle,hrnet_w32,joint_affine,0.0074654224425103,0.0078110312977401,4.424625149431832,5.003416304378112
displacement_nle,hrnet_w32,joint_offset,0.0078110314128246,0.0078110312977401,-1.4733585835547513e-06,0.6055846039954298
displacement_nle,hrnet_w32,paired_jepa,0.0079073614473784,0.0078110312977401,-1.2332577602930603,-0.6202032546773154
displacement_nle,hrnet_w32,unchanged,0.0078110312977401,0.0078110312977401,0.0,0.6055860684315589
displacement_nle,rtmpose_m,coordinate,0.0054729928551968,0.0054044913012512,-1.2674930928233876,0.0
displacement_nle,rtmpose_m,direct,0.0056090037776273,0.0054044913012512,-3.784120742848687,-2.4851288139605856
displacement_nle,rtmpose_m,initialized,0.0055159392017855,0.0054044913012512,-2.0621348860067226,-0.7846958277667184
displacement_nle,rtmpose_m,joint_affine,0.0051655490824612,0.0054044913012512,4.421178709912661,5.617470749001086
displacement_nle,rtmpose_m,joint_offset,0.0054044912593328,0.0054044913012512,7.756215680259348e-07,1.2516295503465764
displacement_nle,rtmpose_m,paired_jepa,0.0056445607074101,0.0054044913012512,-4.442035203263646,-3.1348086276120437
displacement_nle,rtmpose_m,unchanged,0.0054044913012512,0.0054044913012512,0.0,1.2516287844329113
displacement_nle,vitpose_base,coordinate,0.0058322028662755,0.005753387039031,-1.3699030972505915,0.0
displacement_nle,vitpose_base,direct,0.0059460933674122,0.005753387039031,-3.3494414172708926,-1.9527870300134393
displacement_nle,vitpose_base,initialized,0.0058645987724963,0.005753387039031,-1.9329784822546945,-0.5554660385379957
displacement_nle,vitpose_base,joint_affine,0.0053715284716355,0.005753387039031,6.637108972592493,7.898806080697787
displacement_nle,vitpose_base,joint_offset,0.0057533869384069,0.005753387039031,1.7489541293741559e-06,1.3513920841874378
displacement_nle,vitpose_base,paired_jepa,0.005930331736805,0.005753387039031,-3.0754874750057066,-1.682535274911765
displacement_nle,vitpose_base,unchanged,0.005753387039031,0.005753387039031,0.0,1.3513903588685061
