seq,frame_num,cam_view,gait_event,dataset,gait_pat,bbox,vid_info,id,url
cljarlbch00dd3n6l9jaubrxq,1226,right side,,Abnormal Gait,myopathic,"{'top': 104.0, 'left': 0.0, 'height': 506.0, 'width': 212.0}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1227,right side,,Abnormal Gait,myopathic,"{'top': 103.8, 'left': 0.0, 'height': 507.59999999999997, 'width': 219.4}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1228,right side,,Abnormal Gait,myopathic,"{'top': 103.6, 'left': 0.0, 'height': 509.19999999999993, 'width': 226.8}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1229,right side,,Abnormal Gait,myopathic,"{'top': 103.4, 'left': 0.0, 'height': 510.80000000000007, 'width': 234.2}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1230,right side,,Abnormal Gait,myopathic,"{'top': 103.2, 'left': 0.0, 'height': 512.4, 'width': 241.6}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1231,right side,,Abnormal Gait,myopathic,"{'top': 103.0, 'left': 0.0, 'height': 514.0, 'width': 249.0}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1232,right side,,Abnormal Gait,myopathic,"{'top': 102.8, 'left': 1.2, 'height': 514.6, 'width': 255.2}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1233,right side,,Abnormal Gait,myopathic,"{'top': 102.6, 'left': 2.4, 'height': 515.1999999999999, 'width': 261.40000000000003}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1234,right side,,Abnormal Gait,myopathic,"{'top': 102.4, 'left': 3.599999999999999, 'height': 515.8000000000001, 'width': 267.59999999999997}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
cljarlbch00dd3n6l9jaubrxq,1235,right side,,Abnormal Gait,myopathic,"{'top': 102.2, 'left': 4.800000000000001, 'height': 516.4, 'width': 273.8}","{'height': 720, 'width': 1280, 'mime_type': 'video/mp4'}",R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8
